6.490000	3323519957.920519
9.810000	3324472286.080551
14.690000	3348929740.246808
18.580000	1934515915.957637
21.330000	1900526060.449331
25.670000	1881337079.606437
29.990000	1683186446.803001
33.800000	1573387942.614583
37.090000	1577853371.699013
41.450000	1509643420.311364
45.690000	1501976864.487766
49.380000	1501371782.602373
54.520000	1391232147.459649
57.660000	1389675791.157151
63.180000	1120402478.312359
66.170000	1120962223.664582
69.740000	1121192326.283621
73.420000	1119692361.954407
77.180000	1110885345.038934
80.940000	9744548255.691360
85.770000	9608555120.679689
88.530000	9608162719.143314
91.850000	9609415469.748768
