5.590000	174048.415050
6.350000	174048.414967
10.900000	174048.414967
11.650000	169745.134512
12.810000	169745.134512
13.790000	169745.134512
14.100000	169745.134512
22.120000	167387.678702
32.820000	142302.492588
41.500000	142302.492644
43.990000	135125.261724
44.990000	135125.261600
57.200000	144115.714354
66.660000	108406.606188
69.160000	108406.605340
69.340000	108406.605689
69.500000	108406.605753
71.690000	108406.606303
74.360000	108406.606188
87.660000	108406.606213
93.620000	108406.606188
97.320000	108406.606073
97.700000	108406.606188
